제목,장르,상영시간,개봉일,인기도,평균 평점,평점 수,제작비,수익,제작사,원어,시놉시스,키워드
Son of the Gods,['드라마'],90.0,1930-03-09,0.2656,5.5,4.0,436000.0,1432000.0,['First National Pictures'],en,,"['regret', 'disgust', 'revelation', 'rejection', 'love', 'honor', 'wealth', 'chinese', 'policeman', 'death', 'socialite', 'pre-code', 'racial prejudice', 'flogging', 'contempt', 'stigma', 'ostracism', 'young gentleman']"
Our Blushing Brides,['드라마'],99.0,1930-07-19,0.2163,5.9,16.0,337000.0,1211000.0,['Metro-Goldwyn-Mayer'],en,,"['suicide', 'pre-code', 'fashion show', 'modeling', 'broken heart', 'breach of promise', 'salesgirl', 'evening gown', '1930s', 'fashion model']"
The Runaway Bride,"['드라마', '범죄']",69.0,1930-05-04,0.1193,5.0,3.0,103000.0,204000.0,['RKO Radio Pictures'],en,,"['gangster', 'wealthy', 'pre-code']"
프랑켄슈타인,"['드라마', '공포', 'SF']",71.0,1931-11-21,3.0489,7.473,1637.0,291000.0,12000000.0,['Universal Pictures'],en,"야심에 가득 찬 젊은 과학자 ‘프랑켄슈타인’은 곱추인 조수 ‘프리츠’와 함께 시체의 신체부위들을 절단해 괴물 인조인간을 만드는 실험을 계속한다. 한편, 프랑켄슈타인의 약혼녀인 ‘엘리자베스’는 약혼자가 시계탑 안에서 하고 있는 이상한 실험에 대해 불안해 하다, 실험을 막기 위해 의대 교수인 발드만 박사와 함께 시계탑을 찾아간다. 하지만 그녀가 도착했을 때, 번개를 맞은 괴물이 생명을 얻게 된다. 약혼녀의 설득에, 프랑켄슈타인은 괴물을 시계탑 속에 가두고, 약혼녀에게 돌아간다. 한편, 범죄자의 뇌가 이식된 괴물은 증오와 살인 욕구에 불타올라 조수인 프리츠를 살해한 후 마을을 찾아간다. 괴물의 위협이 커져가자 마을 사람들과 ‘프랑켄슈타인’은 괴물을 쫓기 시작한다. 그리고 ‘프랑켄슈타인’은 괴물과 낡은 풍차에서 마주친다. 두 사람의 대결에서 ‘프랑켄슈타인’은 간신히 목숨을 건지지만, 마을 사람들은 프랑켄슈타인이 갇힌 풍차에 불을 지른다","['fire', 'monster', 'experiment', 'based on novel or book', 'reanimation', 'laboratory', 'mad doctor', 'black and white', 'pre-code', 'body part', 'angry mob', 'woman in peril', 'villager', 'human monster', 'frankenstein']"
드라큘라,['공포'],75.0,1931-02-12,3.0129,7.157,1258.0,355000.0,700000.0,['Universal Pictures'],en,"동유럽의 카르파티아 산중에 드라큘라 백작이 살고 있다. 런던에 있는 카팩스 수도원 양도 문제 때문에 그를 찾아가는 한 신사에게, 마을 사람들은 드라큘라가 흡혈귀라며 위험하니 가지 말라고 극구 말린다. 하지만 렌필드가 약속 때문에 가야 한다고 단호히 말하자, 한 노파가 그를 보호해줄 물건이라며 십자가를 쥐어준다. 겁도 없이 험난한 산길을 타고 허름하고 음산한 고성에 당도한 렌필드는 백작이 건네준 술을 마시고 정신을 잃는다. 드라큘라에게 피를 빨린 렌필드는 그에게 맹목적으로 복종하는 노예가 되어 함께 배를 타고 런던으로 향한다. 도중에 폭풍우를 만나 배는 난파되고 선원들은 모두 죽는다. 유일한 생존자 렌필드는 정신착란 상태로 발견돼 시워드 정신병원에 수감된다. 시워드 박사와 이웃이 된 드라큘라는 다음 희생타자로 박사의 딸 미나에게 눈독을 들인다. 시워드는 갑자기 쇠약해진 딸의 건강을 염려해 그 방면의 전문가인 홀란드의 밴 헬싱 교수를 초청해 도움을 청한다. 한편 미나의 친구인 루시가 원인 모를 과다출혈로 사망하고, 아이들이 습격을 당해 목을 물리는 사건이 발생한다. 최근 미나의 목에 생긴 자국과, 렌필드가 특정 약초에 대해 민감하게 반응하는 점, 그리고 드라큘라의 반영이 거울에 나타나지 않는 것과, 박쥐와 늑대의 출현 등을 종합해 미루어 헬싱은 백작의 정체를 의심하고 뱀파이어를 물리치기 위해 대책을 세운다. 미나의 약혼자 존 하커는 흡혈귀란 단지 허구 속 인물이라며 교수의 말을 웃어넘긴다. 그러다 정신병원을 탈출해 몰래 수도원으로 가는 렌필드를 뒤따라간 하커는 미나의 비명소리를 듣게 되는데... 순간 해가 떠오르고, 낮 동안 휴식을 취하고자 관 속으로 들어간 드라큘라를 찾아낸 교수는 심장에 말뚝을 박음으로써 그를 영구히 처치한다.","['monster', 'based on novel or book', 'transylvania', 'vampire', 'spider', 'castle', 'bat', 'undead', 'count', 'based on play or musical', 'sanitarium', 'black and white', 'pre-code', 'real estate agent', 'lunatic', 'dracula']"
시티 라이트,"['코미디', '드라마', '로맨스']",87.0,1931-02-06,2.0619,8.269,2258.0,1500000.0,4250000.0,['Charles Chaplin Productions'],en,"일자리가 없어 도시를 배회하는 떠돌이는 어느날 아침 산책길에서 꽃 파는 눈먼 소녀(를 만난다. 떠돌이는 마지막 동전을 털어서 꽃을 사주고, 육중한 차문 닫히는 소리에 소녀는 그를 부자로 오인한다. 소녀에게 애정을 느낀 떠돌이는 부자 행세를 하며 가깝게 지내고, 그녀의 눈을 수술할 비용을 마련해 주기로 약속한다. 어느 날 술에 취해 물에 빠진 백만장자를 구해준 떠돌이는 그와 친구가 되는데, 백만장자는 술에 취했을 때만 그를 알아보고 술이 깨면 그를 도둑으로 오인한다. 백만장자가 술에 취했을 때 소녀의 수술비를 얻어낸 떠돌이는 그가 술이 깨기 전에 달아나 소녀에게 돈을 전해주고 사라지는데...","['blindness and impaired vision', 'eye operation', 'operation', ""love of one's life"", 'suicide attempt', 'flower shop', 'flower girl', 'tramp', 'love', 'black and white', 'millionaire', 'silent film', 'blind girl', 'criterion', 'boxing', 'feel good', 'comforting']"
지킬 박사와 하이드씨,"['공포', 'SF', '드라마']",98.0,1931-12-24,1.2456,7.238,303.0,535000.0,1300000.0,['Paramount Pictures'],en,,"['london, england', 'double life', 'based on novel or book', 'transformation', 'alter ego', 'jekyll and hyde', 'pre-code', 'marriage engagement', 'torment', 'abused woman']"
공공의 적,"['범죄', '드라마']",83.0,1931-04-23,0.8985,7.242,356.0,151000.0,557000.0,['The Vitaphone Corporation'],en,"금주령 시대, 탐 파워스는 술집, 당구장 등을 어슬렁대며 퍼티 노우즈 같은 불량한 친구들과 어울린다. 곧 탐과 맷은 무자비하지만 품격있는 밀주업자인 패디 라이언에 의해 고용되고 거침없는 성공에 힘입어 그들은 업계의 정상에 이르는데...  개봉 당시 선례 없는 섹스와 폭력 묘사로 악명을 떨쳤으며, 브로드웨이 댄서 출신의 마이너 배우에 불과했던 제임스 캐그니를 스타덤에 올려놨다. 윌리엄 웰먼은 이 영화의 성공을 모두 제임스 캐그니 덕분이라고 했는데, 그것은 그가 누구도 흉내 낼 수 없는 '순진한 소년의 모습을 간직한 갱스터'를 연기해냈기 때문이다.","['gangster', 'anti hero', 'tragedy', 'organized crime', 'best friend', 'juvenile delinquent', 'pre-code', 'grapefruit']"
리틀 시저,"['드라마', '범죄']",79.0,1931-01-25,1.2393,6.872,273.0,281000.0,752000.0,['First National Pictures'],en,"시골출신 3류 깡패가 큰 뜻을 품고 최고의 댄서를 꿈꾸는 친구와 함께 대도시로 올라온다. 제법 세력권이 큰 조직에 들어간 시저는 자신의 뜻을 펼치기 위해 온갖 악행을 저지르면서 조직에서 벗어나고자 하는 친구까지 끌어들여 은행을 털고, 결국에는 경찰까지 죽이게 되는데...","['robbery', 'based on novel or book', 'gangster', 'crime boss', 'rise and fall', 'murder', 'organized crime', 'pre-code', 'teetotaler']"
마타 하리,"['범죄', '드라마', '로맨스']",89.0,1931-12-26,0.9987,6.196,56.0,558000.0,2227000.0,['Metro-Goldwyn-Mayer'],en,"마타 하리는 독일의 스파이로 파리에서 일하고 있다. 마타 하리는 이미 러시아 장군 슈빈을 유혹했고, 이제는 젊고 유망한 로사노프 중위를 노리고 있다. 로사노프 중위가 가지고 있는 비밀 문서에 접근하기 위해서 마타 하리는 그와 함께 하룻밤을 보낸다. 그러나 비밀 경찰이 체포하기에 충분한 증거 확보를 기다리며 그녀를 감시하고 있는데...","['espionage', 'world war i', 'spy', 'female spy', 'pre-code', 'exotic dancer']"
시마론,"['서부', '드라마']",123.0,1931-01-26,0.714,5.6,130.0,1433000.0,1383000.0,['RKO Radio Pictures'],en,서부개척시대를 배경으로 진보적인 남편과 현실과 가정에 안주하려는 아내 그리고 슬하의 아이들까지 한 가족의 영토 개척에 관한 이야기,"['newspaper', 'gunslinger', 'indian territory', 'oklahoma', 'family history', 'frontier', 'black and white', 'newspaper editor', 'pre-code', 'land grab', 'oil rig\xa0', 'land rush', 'marksmanship', 'drilling for oil', 'land grant', 'osage indian', 'defense lawyer', 'american history', '1890s']"
West of Broadway,"['드라마', '로맨스']",66.0,1931-11-28,0.5656,6.3,3.0,585000.0,263000.0,['Metro-Goldwyn-Mayer'],en,,"['friendship', 'alcohol', 'arizona', 'ranch', 'hospital', 'doctor', 'divorce', 'alcoholic', 'pre-code', 'gold digger', 'wounded soldier', 'fiancée', 'delirium tremens', 'justice of the peace', 'jilted', 'homecoming soldier', 'hasty marriage', 'quick wedding']"
챔프,"['드라마', '가족']",86.0,1931-11-21,0.542,7.07,57.0,356000.0,1600000.0,['Metro-Goldwyn-Mayer'],en,"왕년의 복싱 챔피언 챔프는 술과 도박의 방탕한 생활을 하다가 아내 린다 마저 떠나버리고 이제는 아들 딩크와 단 둘이 사는 챔프는 지금도 술과 도박에 빠져 아들에게도 실망을 주지만 언젠가 아빠가 다시 챔피언이 될 것이라고 믿으며 아빠를 챔프라고 부른다. 하지만 나이도 나이거니와 아빠 챔프는 다시 복귀할 의지가 없다. 어느 날 패션 디자이너로 성공한 린다가 그들 앞에 나타나 딩크에게 접근한다. 어릴 적에 떠나버린 엄마 린다를 기억 못하는 딩크는 아빠 친구로 알고, 자신에게 무척 잘해주는 린다를 따르는데 그 모습을 지켜보는 챔프는 묘한 질투와 희망을 차차 품게 된다. 린다의 성공과 여전히 자신이 최고 인줄 아는 딩크의 응원에 자극을 받은 챔프는 다시 복싱을 하겠다는 결심을 하고 옛 트레이너를 찾아가 훈련을 도와 달라고 청한다. 챔프는 투지를 불태우며 훈련에 돌입하고 그 옆에서 딩크는 열심으로 응원한다. 드디어 챔프의 복귀전이 열리고 복서의 나이로서는 사양길에 접어든 챔프는 죽을 힘을 다해 경기를 치르지만...  챔피언이었던 전직 복서 앤디는 술과 도박에 빠져 지금은 밑바닥 생활을 한다. 앤디는 훈련을 계속해 재기하려 하지만, 매번 술 때문에 일을 망쳐버린다. 하지만 그의 8살 난 아들 딩크는 계속된 실패에도 결코 아빠에 대한 믿음을 잃지 않는다. 어느 날, 경마장에 갔던 앤디와 딩크는 딩크의 엄마 린다를 만나게 된다. 진한 부성애를 느끼게 하는 감동 드라마로, 비더는 희망에 대한 믿음과 가족의 가치에 대한 의미심장한 메시지를 던진다. 능청스러우면서도 천진한 딩크 역의 재키 쿠퍼는 어린 나이에도 타고난 연기력을 선보인다. 1952년과 1979년에 리메이크되기도 했다.  * 1932 아카데미 남우주연상, 각본상  (2015 영화의 전당 - 킹 비더 특별전)","['sports', 'gambling', 'fighter', 'boxer', 'alcoholic', 'single father', 'racetrack', 'alcoholic father', 'prizefight', 'divorced parents', 'mother child separation', 'boxing', 'father son relationship', 'remade', 'prizefighter', 'retired prizefighter', 'mother son reunion']"
Five Star Final,"['범죄', '드라마']",89.0,1931-09-26,0.334,6.688,40.0,310000.0,822000.0,['The Vitaphone Corporation'],en,,"['press', 'based on play or musical', 'newspaper man', 'newspaper editor', 'pre-code', 'female journalist', 'breach of promise', 'sensationalism', 'accused of murder', 'crime serial', 'tabloid journalism', 'newspaper headline']"
나쁜 여자,"['로맨스', '드라마']",90.0,1931-08-13,0.2942,5.938,32.0,100000.0,1100000.0,['Fox Film Corporation'],en,,"['misunderstanding', 'pre-code']"
Trader Horn,"['액션', '모험']",122.0,1931-02-03,0.2527,5.333,18.0,1300000.0,4200000.0,['Metro-Goldwyn-Mayer'],en,,"['africa', 'missionary', 'safari', 'death', 'pre-code', 'trader']"
스카페이스,"['범죄', '드라마']",93.0,1932-04-09,2.6129,7.446,617.0,800000.0,600000.0,['The Caddo Company'],en,"{이 영화는 미국을 지배하는 세력인 갱단에 대한 고발이자, 국민의 안전과 자유에 대한 위협이 날로 증가함에도 불구하고, 이에 무관심한 정부에 대한 고발이다. 이 영화에 등장하는 모든 사건은 실제 사건을 재현한 것으로써, 정부에게 이에 대한 대책을 촉구하기 위해 만들어졌다. 이 정부는 바로 당신의 정부이다. 당신은 어떻게 할 것인가?}  1920년대, 금주법 시대의 시카고. 구시대의 마지막 갱 두목 루이 코스틸로(일명 빅 루이)가 살해된다. 그의 보디가드이자 오른팔인 토니 카몬테(일명 조 블랙)가 또다른 두목 자니 로보의 사주로 저지른 것이라는 혐의를 받지만 증거가 없다. 토니는 로보 밑에서 조직의 2인자 노릇을 하면서, 앞뒤 안 가리는 폭력으로 점차 세력을 확대해 나간다. 그에겐 유일하게 애정을 쏟는 여동생 체스카가 있으며, 보스 자니의 여자 포피에게 호감을 가진다.  한편, 토니는 북쪽 지역 갱단의 밀주 상권까지 세력에 넣으면서, 때마침 휴대용 기관총까지 등장, 시카고는 온통 총격전이 난무하는 무법천지가 된다. 이러한 상황은 경찰을 사칭하고 상대편 갱 7명을 사살한 발렌타인 대학살 사건으로 절정을 이루는데..","['chicago, illinois', 'sibling relationship', 'based on novel or book', 'police', 'prohibition era', 'alcohol', 'gangster', 'gang war', 'beer', 'ambition', 'film noir', 'murder', 'mobster', 'black and white', 'pre-code']"
그랜드 호텔,"['드라마', '로맨스']",112.0,1932-05-25,1.1842,6.943,316.0,700000.0,2594000.0,['Metro-Goldwyn-Mayer'],en,"독일에 있는 그랜드호텔을 무대로 한 인간군상극(人間群像劇)이다. 무대는 각계 각층의 투숙객이 머무는 그랜드호텔. 거물사업가 브레징거는 회사의 합병공작에 실패하자 여자 속기사를 유혹하고, 인기가 떨어진 것을 비관하여 자살하려던 댄서는 자신의 보석을 탐내 잠입한 공작의 고백을 믿고 새로운 생활을 위하여 호텔을 떠나기로 한다.","['hotel', 'card game', 'burglar', 'stolen money', 'based on play or musical', 'industrialist', 'baron', 'dying man', 'murder', 'tragic love', 'black and white', 'conscience', 'jewel thief', 'pre-code', 'merger', 'public humiliation', 'revolving door', 'dachshund', 'stenographer', 'flirtation', 'prima ballerina', 'bookkeeper']"
위험한 게임,"['스릴러', '모험', '공포', '액션']",63.0,1932-09-16,1.0539,6.948,281.0,219869.0,443000.0,['RKO Radio Pictures'],en,,"['crocodile', 'hunting human beings', 'fistfight', 'stranded', 'hunting', 'remote island', 'pre-code', 'based on short story', 'sole survivor', 'south sea island', 'god complex', 'reef', 'attacked by a dog', 'mute villain', 'nobleman', 'human prey', 'big game hunter', 'shipwreck survivors']"
사인 오브 더 크로스,"['드라마', '역사']",126.0,1932-11-30,0.6578,6.155,42.0,694065.0,2738993.0,['Paramount Pictures'],en,,"['arena', 'ancient rome', 'empress', 'pre-code', 'roman army', 'historical drama', 'nero', '1st century', 'christian faith', 'historical epic', 'costume epic', 'romantic drama', 'divided loyalties']"
